Movie ID,Movie Name,Release Date,Director,Producer,Genre,Cast,Box Office Collection (INR),Production Budget (INR),Rating,Duration (Min),Language,Awards Won
M363,Catch,1982-11-13,Meredith Rice,Andrew Mills,Sci-Fi,"Mathew Ramsey, Breanna Bond",2240216460,565656145,5.8,191,Telugu,35
M364,Religious production,2015-10-27,Danielle Walker,Mark Preston,Horror,"Patricia Bailey, Ms. Christina Stokes",1784038411,1106355955,9.0,125,Marathi,44
M365,Source senior,2004-11-10,Brittany Moreno,Jack Saunders,Comedy,"Wayne Davis, Bryan Roman",2178454405,609276529,6.6,110,English,31
M366,Agent,1995-02-28,Christopher Gibson,Matthew Bowen,Adventure,"Katie Rogers, Gordon Mcgee",2387665711,396974873,8.6,151,Hindi,47
M367,Another sound,1995-02-28,John Miller,Michael Cook,Mystery,"Jose Johnson, Lisa Newton",3133006559,461027599,7.8,100,Punjabi,15
M368,Discussion,1993-08-07,Rachel Collier,Marco Hayes,Adventure,"Jeremy Martinez, Frank Boone",2488472642,784886860,5.3,180,Marathi,37
M369,Receive skill,2010-06-23,Christopher Scott,Jack Alvarado,Sci-Fi,"Johnathan Bryant, Angela Cole MD",5530628678,418524485,6.3,91,Malayalam,30
M370,Remember staff,1976-09-13,Douglas Robinson,Brandy Perez,Action,"Lisa Cabrera, Jared Houston",3088883675,1278090579,6.3,119,Hindi,16
M371,Contain each,2025-01-03,Dr. Mary King,Kathryn Baldwin,Sci-Fi,"Elizabeth Turner, Mariah King",1812307628,593010670,7.6,152,English,23
M372,Not,2024-12-22,Jennifer Monroe,Adam Watkins,Thriller,"Jennifer Miller, Kristina Adams",4230537662,1177109444,6.9,167,Bengali,25
M373,Quite,2019-01-22,Mark Taylor,Connor Lewis MD,Fantasy,"Bryan Bradford, Jessica Johnson",4112551106,1016062506,5.6,168,Marathi,47
M374,Western,2021-07-02,Kelli Elliott,Scott Price,Romance,"Anna Ferguson, Michael Lyons",4427512849,311659279,5.1,129,English,49
M375,My,1978-08-13,Anna Rojas,Kelsey Nelson,Adventure,"Brian Thornton, Mark Jackson",5395390834,388510582,5.2,134,Malayalam,10
M376,Interest standard,2007-05-03,Christopher Arias,Michael Ford,Romance,"William Smith, Olivia Roberts",1179573759,851327735,8.5,132,English,38
M377,Trial,1999-12-13,Latasha Beck,Mary Maynard,Action,"John Small MD, Christopher Smith",1208664396,627790497,8.5,133,Hindi,47
M378,Culture,2011-04-25,Joseph Davis,Mr. Micheal Morris,Thriller,"Anthony Rodriguez, Samantha Wilkins",2172785112,364394907,6.5,159,Telugu,39
M379,Kid there,1994-01-30,Gregory Shaffer,Kyle Mccann,Romance,"Jay Delgado, Katrina Costa",598885263,539845491,5.4,152,Telugu,21
M380,Game young,2013-10-15,Laura Harris,Wendy Alvarado,Horror,"Shannon Bryant, Nathaniel Gomez",3778453552,934903884,5.5,101,Bengali,47
M381,Tough something,2017-02-18,Kevin Howell,Brittany Porter,Comedy,"Julie Thomas, Kimberly Hernandez",1480758967,857587784,8.8,188,Marathi,42
M382,Down,2016-04-18,Kristina Young,Joann Roberts,Horror,"William Taylor, Brandy Doyle",3594756193,536422526,8.1,169,Tamil,6
M383,Music,2008-10-11,Mitchell Jackson,Deborah Brown,Comedy,"Christopher Davis, Jodi Johnson",4017239152,928924409,8.6,185,English,6
M384,Week eight,2023-05-08,Eric Johnson,Eric Bauer,Adventure,"Tiffany Dawson, Phillip Adams",849289781,749347154,6.5,110,Tamil,44
M385,Condition generation,2001-03-15,Jennifer Lee,Michael Barnes,Horror,"Michael Powers, Douglas Burke",750795562,698209080,6.1,128,Bengali,49
M386,Others sit,2004-10-19,Kimberly Hughes,Alicia Dominguez,Drama,"Elizabeth Estrada, Rebecca Castro",1112729854,617802940,7.4,149,English,14
M387,Brother threat,1979-08-07,Charles Joyce,Larry Martin,Romance,"Mary Barnes, Cynthia Bush",3193897643,1411478083,5.1,136,Tamil,47
M388,Figure key,2003-12-06,Donna Baker,Deborah Lawson,Adventure,"Morgan Hall, Ryan Wright",4715367617,1434301838,6.8,122,Gujarati,23
M389,Edge exactly,2002-12-07,Alexa Herman,Pamela Miller,Horror,"Rebecca Vega, Michael Williams",2642162583,1247305258,5.3,172,Malayalam,44
M390,Move speak,2012-04-12,Daniel Smith,Kayla Sharp,Thriller,"Denise Keller, Michael Kirby",2204554150,1138462240,8.7,160,Bengali,34
M391,Your marriage,2011-01-12,Carol Martin,Nathaniel Martin,Comedy,"Rebecca Patterson, William Salinas",4598389263,583067137,8.4,163,Kannada,25
M392,Name,1983-08-31,Tracy Murray,Elijah Hernandez,Drama,"Alexis Ray, Christopher French",2112026161,1054444210,8.0,140,Telugu,40
M393,Current,2016-02-28,Pam Foley,Aaron Larson,Action,"Elizabeth Williams, Chad Andrade",2309450654,1468585819,8.2,135,Telugu,43
M394,Eye develop,2020-10-26,Megan Griffin,Matthew Vargas,Mystery,"Renee Roberts, Kayla Jones",2480597577,420667403,7.4,99,Punjabi,35
M395,Herself,2018-08-09,John Foster,Emily Campbell,Romance,"Ann Johnson, Tommy Martinez",4907390560,832397259,7.5,102,Punjabi,30
M396,Half,2000-07-11,Brian Gomez,Jonathan Brown,Thriller,"Stacey Love, James Simon",5396059516,410294692,6.5,177,Malayalam,8
M397,Student military,2016-02-02,Cindy Dudley,Alicia Wyatt,Mystery,"Mark Gross, Johnny Robinson",1627520394,1235879150,8.2,183,Malayalam,19
M398,Point pretty,2015-09-08,Daniel Henson,Sue Hancock,Sci-Fi,"Alan Franklin, Travis Meadows",5416273203,449242334,7.3,116,Malayalam,20
M399,Visit computer,1994-06-21,Sarah Roman,Christopher Brown,Horror,"Brittany Smith, Tiffany Benjamin",4279959891,1098729748,8.1,117,Punjabi,34
M400,Cut involve,2000-03-10,Stephen Reynolds,Jeremy Andrews,Adventure,"Nicole Murphy, John Garcia",2357254198,346783910,8.4,163,Telugu,24
M401,Piece rock,2022-07-16,Shelia Martin,Tammy Mejia,Fantasy,"Jeffery Johnson, David King",3439345538,780399247,5.9,159,Kannada,45
M402,And,1995-12-11,Glenn Zimmerman,Sharon Willis,Action,"Roy Schultz, David Martinez",2983275553,1077368620,8.5,99,Gujarati,10
M403,Experience represent,2011-07-15,Jason Hernandez,Brandon Gross,Sci-Fi,"Stephanie Cooper, Mark Mitchell",3585238263,1007433233,8.2,170,Telugu,16
M404,Value,1982-03-25,Tracy Hayes,Francis Cummings,Drama,"Brianna Gamble, Justin Richardson",1893449100,600204316,7.4,149,Bengali,41
M405,It,1994-03-12,Linda Castillo,Wendy Perez,Drama,"Dustin Smith, Nicholas Douglas",3065252627,554423229,7.4,118,English,43
M406,Me trial,1988-03-24,Teresa Graham,Ryan Maynard,Romance,"Amy Harmon, Dawn Huff",5359305635,1317183798,5.9,132,Hindi,11
M407,Record move,2003-09-14,Stephen Bond,Timothy Roberts,Mystery,"Daniel Williams, Terry Andrews",528655420,1250671624,5.1,200,Punjabi,45
M408,Run stop,1993-05-21,David Howell,Carolyn Anderson,Sci-Fi,"Eric Mcclure, Joyce Evans",2791970501,415826676,8.6,115,Kannada,29
M409,Plan material,1985-07-29,David Lewis,Gary Wright,Drama,"Christopher Mclaughlin, Joseph Burns",4960977461,642359469,8.0,130,Punjabi,29
M410,Manage,2016-10-06,Monica Curtis,Benjamin Neal,Drama,"Jacqueline Wilson, Philip Hickman",881079509,833041925,5.7,166,Tamil,49
M411,Economy staff,2004-02-13,Alexander Fuller,Todd Morales,Romance,"Alexander Turner, Christina Cannon",735157209,646199575,6.3,152,Kannada,42
M412,Agent will,1976-10-13,Andrea Madden,Henry Boyd,Adventure,"Brandi Lane, Jonathan Walker",1496648647,971991229,8.5,172,Hindi,9
M413,Police,1995-12-25,Bradley Zimmerman,Austin Webster,Adventure,"Gregory Lewis, Joshua Cordova",3292453486,624199800,6.7,163,Bengali,17
M414,Military,2003-04-26,Diana Ortiz,Dawn Dixon,Fantasy,"Benjamin Chang, Rachael Gilbert",2636109886,408762870,5.0,199,Punjabi,29
M415,Citizen building,1989-10-08,Michelle Flowers,Michael Zimmerman,Sci-Fi,"Megan Turner, Tina Becker",3763519609,271910884,7.6,178,Gujarati,32
M416,Third,2021-09-05,Glen Harrington,Alec Clay,Action,"Heather King, Megan Martinez",5738315107,697849656,5.8,162,Malayalam,24
M417,Security,1981-03-22,Bradley Campbell,Stephanie Dalton,Fantasy,"Holly Lee, Kristine Cox",5553169727,1268354894,8.9,95,Bengali,32
M418,Old,1975-09-21,Brittany Johns,Holly Fox,Sci-Fi,"Matthew Miles, Lisa Knight",5660133473,344910156,6.2,148,Bengali,32
M419,Question vote,1988-10-13,Diana Martinez,Jeremy Jackson,Mystery,"John Wade, Nicole Patterson",4949097475,363041493,5.6,163,Gujarati,50
M420,Security,1975-03-13,Elizabeth Martinez,Brandy Rodgers,Mystery,"Benjamin Lewis, Lindsey Barrett",1315051992,1159666526,5.9,197,Bengali,33
M421,Outside particular,1999-04-12,Angelica Landry,Deborah Kennedy,Thriller,"Amanda Velez, Dr. Melissa Wilson",4370922904,388839941,8.9,197,Marathi,11
M422,Discover significant,1981-07-11,Jeffrey Johnson,Wendy Smith,Adventure,"Dylan Mays, Amber Lowe",3992436390,277523450,7.6,195,English,18
M423,Why accept,1986-06-07,Ryan Reed,Richard Chapman,Romance,"Dr. Carla Weaver, Julie Cunningham",508772350,823569859,7.9,178,Gujarati,7
M424,Them,1991-02-13,Joseph Washington,Christopher Frazier,Comedy,"Sarah Duarte, Michael Cochran",4473073182,609719608,5.8,110,English,12
M425,These,2000-03-09,Jennifer Newman,Dylan May,Fantasy,"Jennifer Thomas, Katherine Howard MD",5352758584,1144672312,8.8,151,Bengali,17
M426,Car,1996-08-09,Priscilla Gibson MD,Benjamin Gutierrez,Horror,"Erin Robinson, Dana Payne",5747027918,678446462,8.9,95,Bengali,10
M427,Make,1994-02-21,Katie Mckenzie,Brian Quinn,Action,"Kiara Gill, David Brown",5701466813,264379118,5.8,93,Kannada,47
M428,Actually,1990-12-20,Anthony Ramirez,Abigail Jones,Adventure,"Russell Johnson, Juan Klein",758563107,1078505555,7.9,113,English,29
M429,Himself newspaper,2001-11-18,Jessica Smith,Eric Morgan,Adventure,"Shelly Ball, Angela Kelly",4188839196,1130419682,8.9,128,Punjabi,50
M430,Matter body,1986-12-20,Michael Pittman,Tanya Wolfe,Horror,"Jane Mcknight, Rhonda Holloway",838323881,759206166,8.9,168,Punjabi,31
M431,Piece,2008-01-21,Mr. Samuel Campbell,Christina Hart,Sci-Fi,"Amanda Wong, Gregory Smith",1443195634,829974893,7.7,154,English,12
M432,Shake range,2011-06-26,Allen Taylor,Mathew Cook,Sci-Fi,"Jordan Burns, Sonya Martin",1141991944,764683474,5.5,117,English,41
M433,At writer,2010-12-17,Tara Stewart,Michael Coleman,Comedy,"Brian Smith PhD, Susan Lawson",2655305040,1130785977,8.3,185,Hindi,17
M434,Support,1992-08-13,Kyle Green,Lindsey Moses,Romance,"Jonathan Hopkins, Jessica Knight",4196980073,460465059,5.7,147,English,7
M435,Heavy,1995-04-17,Joel Lee,Juan Hansen,Thriller,"Todd Malone, Donald Thomas",875313056,1166761955,5.4,164,Punjabi,48
M436,Explain clear,2009-03-31,Jackie Sanders,Sharon Barnes,Fantasy,"Danny Kent, Alyssa Church",1565336779,831837341,5.3,116,English,11
M437,Few itself,2006-05-12,Megan Vasquez,Matthew Ferguson,Comedy,"Theodore Ware, Tammy Boyd",3300333382,564012525,7.2,194,Telugu,21
M438,Employee,2007-11-05,John Pruitt,Stephanie Mendez,Romance,"Joshua Moyer, Vanessa Curtis",5945963132,383050408,7.9,185,Malayalam,49
M439,Vote allow,2011-06-03,Lance Sullivan,William Nelson,Thriller,"Douglas Vargas, Ryan Taylor",5704233008,1419163285,7.1,192,Marathi,35
M440,Add from,1993-09-03,Donald Haynes,Randy Shelton,Mystery,"Daniel Martinez, Tina Joseph",626061953,458026178,8.7,126,Gujarati,31
M441,Painting perform,1987-06-10,Amanda Fisher,Christopher Daugherty,Romance,"George Williams, Karen Mcguire",2715617283,584901885,8.2,125,Hindi,43
M442,Whether,1985-01-10,Amanda Walsh,Anthony Gonzalez,Comedy,"Joseph Bennett, Gerald Gibson",1234209396,993591334,6.5,154,Marathi,31
M443,Research stage,2005-10-18,Collin Richards,Elizabeth Willis,Drama,"Michelle Perez, Katherine Deleon",1339604705,1044367533,7.2,150,Gujarati,38
M444,Ability,1996-09-25,Michael Douglas,Matthew Smith,Romance,"Miranda Ballard, Samantha Thompson",2222931963,1373124004,8.8,147,Gujarati,14
M445,Have response,2022-12-15,Dr. Joshua Turner,Kiara Waters,Romance,"Daniel Hicks, Sarah Blanchard",2896003636,530474526,5.5,172,Bengali,8
M446,Before,1990-09-28,David Bradley,Justin White,Horror,"Scott Morgan, Anthony Thomas",3644716399,1491361436,8.4,187,English,50
M447,About,1980-03-02,Steven Cunningham,Matthew Hall,Fantasy,"Terry Armstrong, Douglas Long",3740201064,960818630,8.5,185,Malayalam,10
M448,Build others,2012-07-23,Andrea Buck,Lori Johnson,Sci-Fi,"Christopher Thompson, Raymond Lewis",1872695476,1007302070,5.2,168,English,29
M449,Try,2021-02-15,Natalie Miller,Anthony Navarro,Adventure,"Christine Greer, Benjamin Bailey",5588729340,1465738781,7.3,157,Bengali,13
M450,Choice,2010-07-08,Kendra Lewis,Kerry Fisher,Horror,"Michael Washington, Paula Mcgee",2368275281,1136435659,8.9,118,Bengali,29
M451,Ten,2011-06-16,Kayla Livingston,John Campbell,Fantasy,"Nicole Sherman, Rachel Turner",5285659198,311527454,7.8,112,Punjabi,48
M452,Amount,1994-02-10,Richard Gilbert,Colin Mckee,Action,"Julie Ford, Tiffany Flores",4621740304,542106008,6.3,194,English,28
M453,Know,2006-06-03,Emily Miller,Devon Mathews,Comedy,"Robin Flores, Katherine Lee",1161157406,739749023,6.5,161,Marathi,35
M454,Miss expert,1978-12-12,Zachary Davis,Melvin Gross,Thriller,"Phillip Romero, Virginia Jones",3191857440,1251060853,6.3,191,Gujarati,36
M455,Play,2005-08-17,Daniel Gordon,Jeffrey Sanchez,Adventure,"Andrew Ross, Shawn Stone",4692429153,354617124,7.6,93,Bengali,13
M456,Child,1992-06-13,Matthew Benjamin,Linda Morrow,Horror,"Margaret Espinoza, Diana Mcmahon",1593832638,308708743,6.4,103,Bengali,10
M457,Itself,2006-08-08,Tanya Terry,Jamie Morris,Horror,"Andrea Smith, Deborah Thomas",4138804182,321423328,8.8,151,Malayalam,32
M458,Hundred painting,1990-10-17,Tanya Snyder,Connor Zimmerman,Horror,"Charles Wright, Mrs. Tabitha Shah",3606655663,1008806508,8.1,104,Hindi,14
M459,Eye,1994-05-07,Daniel Hicks,Elizabeth Wilkerson,Romance,"Michele Sherman, Michael Orozco",3163326726,720252312,5.7,138,Marathi,47
M460,Nor lawyer,2001-09-13,Julie Moore,Kathryn Bruce,Action,"Charles Garcia, Justin Merritt",799114126,398061002,8.9,157,Marathi,40
M461,Will,1976-01-29,Ashley Santos,James Combs,Comedy,"Anthony Patterson, James Ray",1823585557,419634918,8.1,142,Gujarati,40
M462,Do,2018-03-15,Gina Davis,David Long,Thriller,"Ashley Alvarado, Jose Baker",2653894973,450242475,7.2,167,Bengali,19
M463,Special,1987-06-18,Claire Gardner,Susan Romero,Comedy,"Jacob Schneider, Alexandra Franco",5330141778,730160570,6.6,190,Gujarati,46
M464,Show fall,2017-07-09,Traci Bautista DDS,Christy Owens,Comedy,"Jeffrey Lyons, Derek Haney",4279932954,1298838903,5.7,177,Malayalam,30
M465,Forget,2007-09-29,Gary Salazar,Natalie Gonzalez,Action,"Timothy Sullivan, Adam Schultz",5432324555,702212949,6.4,189,English,6
M466,Raise responsibility,2001-12-07,Cynthia Santiago,Jessica Nelson,Drama,"Daniel Henry, Shannon Smith",1429178344,805043930,7.2,189,Marathi,38
M467,True fly,1989-08-16,Travis Johnson MD,Nichole Brandt,Fantasy,"Timothy Green, Dennis Johnson",2413171548,1165895114,6.8,100,Marathi,42
M468,This try,2017-10-08,Mark Johnson,Taylor Green,Drama,"Amber Short, William Campos",1382963610,981546421,7.4,195,Hindi,37
M469,At push,1976-01-14,James Campos,John Perez,Adventure,"Timothy Stanley, Jonathan Cook",2398261841,558854692,5.3,176,Telugu,40
M470,Skill,1993-07-26,William Cummings,Peter Parker,Comedy,"William Bryan, Jeremiah Martinez",4093949520,331615515,8.4,175,Kannada,27
M471,Both,1985-09-15,Candace Hernandez,Christopher Hernandez,Mystery,"Joshua Young, Nicole Ortiz MD",1705010812,1131330289,6.4,156,Bengali,22
M472,Nor,1987-10-22,Mr. David Davis,Kevin Miller,Action,"Erik Fuller, Adam Maxwell",630589610,610004936,6.5,126,Malayalam,39
M473,Arrive field,1999-05-28,William Williams,David Butler,Comedy,"Nathan Torres, Stephanie Evans",5178851863,243252647,5.1,177,Malayalam,38
M474,Able,1989-03-12,Tonya Johnson,Cassandra Rodriguez,Romance,"Darren Todd, Shirley Hebert",1416718358,565226850,8.4,141,Gujarati,27
M475,Pull relate,1999-03-25,Nancy Burns,Kendra Potter,Comedy,"Lisa Jones, Catherine Bullock",1588269740,797513112,7.5,196,Kannada,46
M476,Yeah,2012-07-27,Sara Bishop,Mr. Brian Munoz,Fantasy,"David Romero, Michael Price",1959630985,1078215075,6.8,152,Hindi,7
M477,Something top,1988-08-15,Jamie Adams,Tommy Garza,Drama,"Paul Harris, Steven Dean",2268693822,945290053,8.6,191,Punjabi,8
M478,Body,1984-09-25,Matthew Cohen,Jorge Kirby,Sci-Fi,"Christopher Villarreal, Timothy Ponce",1697055865,422364200,5.5,129,Malayalam,48
M479,Bag,2022-08-08,William Hughes,Michael Reese,Mystery,"Anna Grant, Connie Ortiz",2213222624,636871459,7.3,93,Hindi,23
M480,Guy nor,2009-03-30,Sherry Phillips,Sharon Booth,Action,"Regina Jones, George Williams",3347350813,1339812979,5.5,183,Hindi,20
M481,Woman however,2012-11-01,Beth Patterson,Stephanie Hart,Action,"Heather Sanchez, Michael Wilson",4432790971,858967204,7.9,172,Punjabi,45
M482,President development,2018-12-12,Stephanie Nicholson,Stephen Watts,Action,"Margaret Young, Megan Cordova",3714807079,225373895,6.0,93,Hindi,10
M483,Enjoy loss,2011-11-19,Alyssa Palmer,Jack Jones MD,Fantasy,"Lisa Bell DDS, Jennifer Mcdonald",4352584525,1240383263,6.4,175,Punjabi,36
M484,Respond million,2014-02-25,Linda Mahoney,John Bradford,Comedy,"Ashley Torres, James Hughes",1695505912,891314981,7.9,162,Malayalam,34
M485,College too,1996-05-01,Angela Sawyer,Ashley Gibbs,Comedy,"Bryan Salinas MD, Madeline Wheeler",5182075147,1034149104,7.7,94,Tamil,26
M486,Manager,1983-07-07,Rebecca Vaughan,Joseph Carey,Horror,"Hayden Scott, Kyle Edwards",3796848714,1119406977,5.1,100,Malayalam,9
M487,Glass born,1995-02-15,Brandon Whitaker,Miss Whitney Potts,Romance,"Jacqueline Bishop, Mark Bryan",1180366036,512742042,8.5,143,Gujarati,50
M488,Office reflect,2001-12-26,Christina Schmitt,Kyle Koch,Sci-Fi,"Steven Montgomery, Micheal Williams",1406864201,914030759,8.9,157,English,31
M489,Director alone,1994-11-27,Susan Boyd,Angela Keller,Horror,"Lynn Lewis, Tiffany Mosley",2029694441,564913316,6.6,109,Bengali,12
M490,Adult manage,2006-05-07,Theresa Olson,Kyle Reynolds,Sci-Fi,"Jacob Richards, Karen Johnson",5917355796,490684985,5.8,142,Punjabi,13
M491,Him,1990-10-20,Kimberly Brady,Katelyn Douglas,Adventure,"Stacey Esparza, Christina Huffman",1038963037,359749492,7.0,149,Gujarati,5
M492,Probably every,1998-01-12,Kristen Reyes,Barbara Martin,Fantasy,"Chad Wong, Kevin Allen",1853724064,1200913994,6.1,173,Malayalam,17
M493,Act,1992-09-05,Brittany Wright,Michelle Young,Horror,"Deanna Dawson, Crystal Compton",2079953620,834944325,5.1,102,Telugu,34
M494,Eight,1993-12-22,Jade Ho,Manuel Wilson,Action,"Samuel Lin, Kevin Munoz",4705349284,334400360,8.4,126,Kannada,22
M495,Wide agree,1976-11-11,Travis Hunt,Alan Gonzalez,Comedy,"Leonard Reyes, Michelle Richardson",4598102810,667194269,7.3,132,English,19
M496,Rock,2015-10-16,Eric Davis,Angela Barnett,Horror,"Eddie Miller, Victoria Anderson",1380883971,1335094659,7.5,140,Telugu,38
M497,Culture,2001-07-10,Kayla Holloway,Gail Merritt,Horror,"Angela Kramer, Cheryl Turner",3789419194,834561582,8.6,125,Punjabi,34
M498,Home,1975-05-05,Erin Moore,Jamie Thompson,Mystery,"Hailey Turner, Carly Young",3125432527,1204319343,5.6,200,Telugu,43
M499,Attack produce,1976-07-03,Nathan Murillo,Alejandro Fletcher,Sci-Fi,"Peter Wilson, Earl Bishop",5698337047,221922125,8.7,132,Bengali,46
M500,Management four,1977-11-01,Justin May,Christopher Jackson,Comedy,"Cynthia Wood, Lisa Love",4239393544,1408738672,5.5,159,Kannada,41
M501,Point,2001-06-02,Mark Orr,Derek Bender,Adventure,"Alicia Lee, Daniel Robinson",2707063253,795376431,8.5,145,Punjabi,26
M502,Pressure,2024-09-13,Jessica Bush,Chase King,Mystery,"William Ballard, Evan Jordan",3512924488,1103225053,5.7,178,Marathi,49
M503,Skill window,1999-08-09,Michael Scott,Karen Herring,Drama,"Joan Strong, Christine Williams",1931673383,1039354928,6.3,114,Punjabi,49
M504,Crime its,1996-05-01,Annette Stewart,Christopher Smith,Horror,"Donna Bates, Calvin Norton",2185525169,1234339040,5.0,121,Telugu,47
M505,Choice one,2000-05-01,John Newman,Jaclyn Bennett,Horror,"Edward Henderson, Michele Cunningham",2258891118,1171958955,6.5,103,Gujarati,16
M506,Coach fear,2024-06-30,Kevin Soto,Steven Shaw,Romance,"Andrew Riley, Dawn Harris",5575047630,331916351,5.0,148,Malayalam,5
M507,Sit,2016-07-20,Mrs. Andrea Wright,Amy Cook,Horror,"Miranda Nelson, Jared Reid DDS",5605959662,1325447095,6.3,90,Marathi,32
M508,Let,2001-06-15,Jonathan Carrillo Jr.,Sarah Barton,Fantasy,"Richard Mcdonald, Daniel Moore",4205291327,1192076789,5.4,174,Bengali,49
M509,Anyone realize,1978-01-08,Christine Davis,Brandy Sandoval DDS,Romance,"Jennifer Ortiz, Stephen Forbes",793828888,965278755,5.5,111,English,15
M510,Not,1987-11-05,Michele Smith,Wesley Blackwell,Drama,"Antonio Chen, Sherry Bell",4263518785,750695655,5.5,119,Marathi,35
M511,Task according,2001-01-25,Jimmy Wheeler,Thomas Warren,Drama,"Stephanie Harris, Gregory Simmons",1964571877,1399513990,8.5,102,Tamil,42
M512,Alone lay,2004-10-04,Penny Mendoza,Rebecca Perkins,Romance,"Justin Johnson, Joseph Hurst",3848673901,629509698,8.7,103,Kannada,18
M513,History,2021-10-30,Stephanie Cross,William Griffin,Sci-Fi,"Albert Wilson, Katherine Williams",4598349500,614007819,5.1,183,Telugu,14
M514,Let talk,2017-06-09,David Smith,Jo Hanson,Comedy,"Miguel Alvarado, Aaron Washington",5809013174,414691383,7.4,149,English,34
M515,Former worker,2013-03-22,Danny Taylor,James Williams,Romance,"Jessica Hurst, Richard Stevens",5340218985,1396662491,5.1,92,Kannada,24
M516,Particular,2016-03-20,Ms. Megan Byrd,Erica Williams,Fantasy,"Christie Peterson, Gerald Martin",690398082,667533323,6.2,121,English,6
M517,Leader,1994-10-25,Chris Bell,Deborah Joseph,Fantasy,"Jeffery Olsen, Amber Ware",3256135127,324832124,7.6,97,Telugu,8
M518,Improve,1980-10-14,Cynthia Jones,Yesenia Cruz,Action,"Dennis Hart, Benjamin Espinoza",1637856092,528391702,6.8,145,Bengali,40
M519,Behind left,1987-07-03,James Shelton,Laura Lee,Mystery,"Jeffery Castillo, Kimberly Walker",4425110565,525420954,7.8,107,Marathi,28
M520,Marriage,1988-01-03,Tamara Russell MD,Jessica Holmes,Action,"Daniel Garcia, Chelsey York",1542597931,425962188,6.3,179,Hindi,8
M521,Drive month,2015-06-01,Tonya Cortez,Ann Thornton,Mystery,"Bradley Woods, Daniel Williams",4161225814,633664955,7.0,168,Tamil,39
M522,Record,1980-03-02,Lawrence Mccann,Tracey Brown PhD,Action,"Sylvia Boyle, Kelsey Riddle",5301628635,1092596526,5.5,143,Punjabi,50
M523,Spring,2019-06-06,Amber Kaufman,Melanie Bell,Fantasy,"Jessica Adams, Thomas Williams",2659723333,979604760,5.4,93,Tamil,38
M524,Manage,1975-06-11,Michelle Christensen,Barbara Owens,Action,"Debra Holland, Yolanda Wang",4240522846,608242920,5.7,110,Tamil,11
M525,Bad,1991-02-21,Laura Mccann,Kylie Anderson,Mystery,"Wanda Short, Lisa Santiago",2818201807,494714255,8.0,165,Bengali,41
M526,Themselves,2022-03-03,Russell Lindsey,Michael Martin,Action,"Rachel Owen, Paula Perez",1084527770,396999072,5.8,124,Malayalam,10
M527,Say minute,2018-11-10,Kristi Beck,Tina Phelps,Thriller,"Curtis Hall, Ashley Carlson",3589060178,239122282,8.4,105,Punjabi,27
M528,Woman,2000-01-20,Manuel Green,Sean Cervantes,Action,"Heather Collins PhD, Sean Campbell",688300120,724812864,5.9,140,Malayalam,27
M529,Hospital purpose,2013-05-17,Daniel Perez,Amber Jackson,Drama,"Joshua Williams, John Wilcox",3623876723,1368725390,8.5,135,Hindi,33
M530,Father reason,1996-04-20,Patricia Mitchell,Casey Chen,Adventure,"Elizabeth Williams, Vincent Wilson",1179710355,576261023,6.6,170,Telugu,15
M531,Forget each,2017-06-29,Erin Edwards,Mackenzie Harmon,Adventure,"Jason Spencer, Carolyn Buchanan",4752939944,712581591,5.7,100,Punjabi,22
M532,Art even,2007-09-24,Charles Klein,Rodney Wilson,Action,"Caitlin Hale, Alexander Delgado",605251820,1183841567,8.4,106,Gujarati,48
M533,City full,2021-08-16,Kristen Thompson,Keith Davis,Sci-Fi,"Jeremy Green, Tara Rowland",988419681,501405231,6.6,191,Telugu,34
M534,Natural treat,2008-10-22,Elizabeth Garrett,Haley Lee,Sci-Fi,"Tracy Beck, Pamela Lopez",1597646843,1495652409,8.6,197,Kannada,43
M535,Thus,2011-05-11,Chase Brown,Kaitlyn Montgomery,Fantasy,"Mariah Hooper, Steven Hall",1363864366,1224641887,7.5,187,Bengali,16
M536,Option speech,2018-08-03,Ryan Rose,Ryan Leonard,Drama,"Henry Martin, Dwayne Gillespie",5294971356,333567069,5.0,119,Hindi,7
M537,Season away,2014-04-18,Susan Bates,Julia Young,Romance,"Cindy Owens, Holly Watson",671870122,594369787,7.5,158,Bengali,35
M538,Such,1995-10-17,Zachary Small,Anita Bailey,Comedy,"Andrew Reed, Zachary Wood",2543641694,1461656698,5.7,94,Gujarati,31
M539,Bring piece,1977-11-30,Thomas Jones,Jennifer Malone,Action,"John Stephens, Alexander Obrien",1249278814,453321686,8.2,169,Telugu,37
M540,Skill view,2025-01-18,Adam Reyes,Kimberly Dudley,Action,"Rebecca Martinez, Gabriela Chapman",2685244047,862840772,5.8,121,Marathi,12
M541,Success argue,1992-07-16,Amy Jones,Nancy Joyce,Fantasy,"Brian Holden, Ashley Townsend",3945023508,350380491,6.0,123,English,11
M542,Personal reduce,1988-04-12,Jacqueline Oconnell,Mario Harris,Horror,"Zachary Schroeder, Cameron Long",705877129,967779195,5.4,169,Malayalam,27
M543,Into use,1997-01-08,Brian Harris,Keith Howell,Fantasy,"Elizabeth Hall, Zachary Duncan",3446821583,1083740440,7.5,171,Hindi,17
M544,Talk on,2010-11-13,Amanda Norris,Christina Ward,Action,"Russell Duncan, Rachel Smith",2820778835,1006801839,5.4,192,Telugu,47
